id,coord_x,coord_y,temp,cond,Cl,Ca,Si,Na,K,Mg
Termal Lodo-2_synt_732281,-85.36576389806231,10.812647250611453,76.53062257033785,990.5151419473593,27.825006199670877,175.63672764073488,262.55785536726506,105.00731198798667,18.838943095805984,29.750358997192578
Termal Azul-2_synt_396257,-85.32556340270789,10.809331649561742,62.64017689680973,752.896597606591,16.723067687932176,110.2860753016724,189.20947845007115,74.9174005783201,12.146623988365596,21.67135490126919
Termal Azul-3_synt_538655,-85.31985644787142,10.8065485828625,59.97332633130498,725.9387406461142,15.468704164668422,95.09447008987114,165.23380250374743,65.43036845529656,12.30150623078304,19.375912134297035
Termal G-07_synt_958063,-85.33598914140019,10.80080433439258,60.01280691198476,684.4750682237116,43.64652758537857,207.773637816853,207.86111722260486,69.44559018170686,14.262471387033328,26.117711957391684
Termal Río-2_synt_231132,-85.31652234303924,10.831230274306288,52.42310988937233,605.7536387610498,15.08925881160898,72.35003922068016,164.80535250984516,61.17964080513018,10.883336159468582,19.781412982137578
Termal Río-1_synt_539963,-85.30708109346737,10.831904504106436,57.348961519936545,624.5284473915146,14.411813454364642,74.2028805088531,148.2392571936543,58.691847400873634,9.757424757895693,20.690881092056138
Termal Azul-2_synt_620261,-85.32108791131326,10.812791797530503,67.92092496896306,771.5501382979652,16.284806353286513,96.92291271213594,184.384558419909,69.66358597882716,12.420792334990765,22.44794940413664
Termal Hornillas-3_synt_305309,-85.34057131468488,10.821433028784822,82.21291730685216,986.3798370060499,42.7792323602111,189.32020762171612,291.0898694175201,113.78642985956941,22.804284892879448,33.40967728011553
Termal Río-3_synt_521446,-85.31161755960024,10.835417780376543,55.52650718181133,636.0255946142912,14.414682304381346,73.96237339111468,163.09734672809552,61.24925869218323,11.202166425247986,18.425672653310656
Termal Azul-1_synt_953136,-85.31580068946924,10.81361161161919,61.58657848741479,692.2066179388506,16.241117206203285,89.89711984766302,188.05929045334713,67.16830111757251,11.931470359390048,22.445304316530382
Termal Quebrada-7_synt_466781,-85.30358364060979,10.859000123865838,50.504508903933164,548.2161067354339,10.00494297608564,66.34109999222146,149.00616536563015,54.99547823105768,8.512690901094691,19.137026696408604
Termal Lodo-3_synt_361473,-85.37031389014778,10.806190040207369,74.5125655859796,896.7654112779144,30.99471542898595,168.61432724785874,257.717839807083,86.86754199803633,17.37545688477665,28.079633249850097
Termal Lodo-3_synt_677364,-85.36809942189747,10.809010303694539,78.52454957047267,813.3594148654412,25.20338177189259,163.69178252476036,252.7719505221339,98.68104503563147,17.117798592028535,30.186719998238225
Termal Azul-2_synt_142247,-85.3209285460242,10.813802208440768,63.30654710547817,696.9820825225089,17.628451546834413,104.27957376296801,182.22991828325019,63.086554945049166,11.72292140820458,22.107054473531836
Termal G-07_synt_464939,-85.3347487793059,10.797858206676176,56.26272370999945,756.1928255101997,44.763062450101394,188.0211485850832,175.45254950470246,73.53028050921338,13.586726834401217,25.500547414643634
Termal Fumarola-1_synt_334386,-85.34579929224357,10.779613354713478,103.70180927405987,998.4754293525814,48.81549851632618,229.6435255396322,341.5998618077213,116.04644445687366,22.10476680768436,33.8140469514257
Termal CTP-2_synt_772352,-85.3430834087261,10.74121429795502,46.83721928781955,878.6176688941421,16.22273916238063,79.41302220242925,145.89568997107193,101.86549265695817,10.358851432729391,45.25676475319049
Termal Lodo-1_synt_970159,-85.37776994518583,10.809805954067697,69.20703278576784,769.6396842900821,29.31907573968286,168.87056237674528,244.12950761068714,92.95063418862293,17.927977311426144,31.358748807159955
Termal Lodo-1_synt_604919,-85.37087041889217,10.810139085192635,76.63243279636764,918.9108828499212,30.230000323728078,162.9845719494467,240.20575951048252,95.83738762015793,18.834800801398913,29.801277567710304
Termal Lodo-1_synt_227770,-85.36585478984101,10.809858327116826,73.47692846065195,865.7940931747363,28.900925983289287,174.53209081028365,268.64323341227725,94.33573037245002,17.20341379733004,30.560187559742523
Termal Hornillas-3_synt_965449,-85.34325732847299,10.830258733177986,94.50514029158263,942.6028330612063,43.893661536011436,222.23479000556588,322.7415625312185,117.41017947317224,24.0996545509442,32.6241305977927
Termal Hornillas-1_synt_527828,-85.33376457093073,10.81849865138917,86.58065843464658,910.1161802810856,40.404863493462535,211.3063494161288,304.1872627717504,105.58284875885852,21.2261031997299,33.30734925044401
Termal Río-2_synt_326862,-85.30951569009574,10.83625756251567,54.10530504433932,699.9453704664712,15.87435696320263,67.72871512366783,169.06275035413287,62.744062657229435,9.968815463279247,17.793122391118683
Termal G-07_synt_473044,-85.33282609021015,10.801233305473541,52.94330246504808,712.6266069091129,46.52324336001677,199.56280079633356,195.99853015790669,78.85162723919373,12.803862956455053,25.83854382397508
Termal Hornillas-3_synt_346652,-85.3433099518238,10.824198629754616,89.08085426267124,1052.1066323595903,39.65064109947137,215.68274287548638,298.36416209846,118.4774894816406,23.62095017283596,34.237078430155826
Termal Vaho-1_synt_503651,-85.3633152368068,10.79638816181181,73.8813304155803,871.3658039799552,22.730089403191215,134.92770264661192,220.0327840589923,86.11367586180485,17.329655291691992,30.50383737111958
Termal Río-2_synt_555915,-85.3108215402828,10.833718318580729,53.959746178367595,697.0015611007453,15.35556192846434,70.87790471870373,169.22965709603633,58.49693468298555,10.08797727453578,19.211249025435958
Termal Lodo-3_synt_687116,-85.36603754618808,10.811091184560684,73.95451196230897,905.6685313990394,26.731375711575243,161.73233968093717,246.01328691171292,85.78497931552765,17.857289487142616,29.01963487719655
Termal Azul-2_synt_596123,-85.32260703419433,10.810643824015342,61.83971395850246,698.3544665069649,19.00770506474702,102.70553606553679,170.62603476937926,68.72611058507262,11.923051374392111,22.63487870701792
Termal Lodo-1_synt_240881,-85.37086988857727,10.814683659948113,79.50823193602834,910.8101836324523,28.463124602849778,167.78921257437028,255.24812564782755,98.76100480981988,17.364800160052415,29.868398415663854
Termal Vaho-1_synt_106826,-85.36376671692193,10.796805013294518,70.05158285731014,812.0980419654893,22.019613210779333,130.20257167568926,211.40546095081888,82.48645715048859,16.829279640062314,27.74808916022717
Termal Fumarola-3_synt_662201,-85.34352002679238,10.767414024623218,88.75634942280918,1043.890738408178,47.54538287769647,219.15886704145487,327.7894803005835,111.14792177694292,20.25310225229155,32.0811586214709
Termal Rincón-4_synt_274575,-85.37143568026168,10.76907474862861,66.57374554621367,771.7006396705772,18.780258654485483,118.62698688304323,200.59536664168408,77.98992641784548,14.833511274158786,26.89578058815424
Termal Fumarola-1_synt_845617,-85.34794575904515,10.768854744932176,91.32905748625356,871.2458884979154,46.83625883171655,244.5832384972397,313.84778802858847,121.83580718934486,22.829397408182267,34.48939580873221
Termal Lodo-2_synt_797116,-85.36924013722644,10.817565333107686,75.80558243404596,929.7032079245273,31.733469587139098,184.33852864734837,241.85828249588266,102.42158015385127,18.573794884603856,30.97381333681051
Termal CTP-3_synt_560765,-85.34334705522981,10.747771537406209,43.64943069569039,821.6142928882888,15.072320623317228,78.13992957573639,152.31306871304542,102.58430361337858,14.153158305287086,44.546568116000934
Termal Poza-1_synt_555712,-85.35183804456182,10.782378156008852,67.1283270579412,878.780966648182,17.34774495828821,115.50734801231921,181.1513073560335,66.77010835425995,12.760147371429833,21.83876745435149
Termal Hornillas-3_synt_704396,-85.34553644584473,10.823642970300636,92.02850539845504,1011.5932288645618,41.68772088956497,207.53139351338996,303.508334780303,120.5012204679058,22.224437082003213,34.271399410609874
Termal Rincón-4_synt_513187,-85.37076246934576,10.766771547075821,63.234365933123804,839.5134615505069,16.23359446159101,127.21277943670806,204.58416778715923,82.94720909280991,16.124239701276444,26.804609374655428
Termal Lodo-3_synt_457946,-85.3737022151516,10.80625357009013,79.94257058921941,870.4134868616429,26.58113132484319,158.4343571353918,247.49630696918368,90.62733706316232,16.80331550623719,29.347419768484215
Termal Hornillas-1_synt_198832,-85.34059471727934,10.818980628794563,87.25308130500788,975.1760853443743,38.80933773931698,208.89665237136276,320.8351943392301,107.62275921876557,19.793033434532212,33.85904176229778
Termal Sitio U-1_synt_124302,-85.39127371723148,10.783424321001684,46.19928131260674,547.8723545664782,10.52071348259968,58.372402297198455,154.53895143441872,56.13425217237077,11.006473952859555,15.589466709265382
Termal Vaho-2_synt_510139,-85.3624267920556,10.789018484131196,70.4920519539759,985.5281317626782,25.627810747890685,154.29435701038886,223.62821025656527,95.68706925981279,18.6006411709576,30.261198941888427
Termal CTP-3_synt_985058,-85.34825955599811,10.743873525852246,43.393572614257785,845.1458885808964,14.139164213120509,78.74708913054357,152.48052245554416,105.3126166751191,13.416185588840964,40.966428490673465
Termal Azul-1_synt_676323,-85.31927749320403,10.814076911570732,60.89150784516082,705.1032167200706,17.900531825565633,107.5946897813937,185.46776369640625,66.51693455345473,10.82931663334016,21.470312344499586
Termal Fumarola-3_synt_896916,-85.33861060395716,10.765339973232452,85.39548978341276,883.0322185897394,43.331306402441804,230.35735624652344,315.17582345105683,112.75760815671684,19.739318393879604,34.4994507971956
Termal Vaho-2_synt_638102,-85.35692617870933,10.788936431372198,69.95301209720127,819.8826947667505,24.265306937102636,161.35153545788063,223.08913449038135,96.23624164946887,18.368825592059302,29.641050347412474
Termal Fumarola-3_synt_461492,-85.34451003569542,10.768998038256234,86.61571737765247,937.9819130313064,44.47976428771372,222.3980470869367,311.28184144927144,116.7766390121744,20.646721968011548,36.88039370442358
Termal Lodo-3_synt_542205,-85.36659889872541,10.806664306479256,81.72068249730961,858.2381124911076,26.785216811197746,165.28204833247855,234.6779211537407,91.78401533252394,16.81902675225335,26.34358099767053
Termal Quebrada-7_synt_618292,-85.30356363289944,10.854957783114768,44.76696971542731,590.5519438730589,10.595916615618773,61.388186401691755,147.64001873572437,53.63446106462528,9.793728708592862,18.053689798326488
Termal CTP-3_synt_753012,-85.34706768460241,10.746200536964988,46.45944112482113,906.5215683645993,14.550964946565557,80.01589598953656,143.2718791243311,109.8827030892766,14.180157483452742,43.07026407131542
Termal Vaho-2_synt_388414,-85.36538928846905,10.793630749407129,72.66947730027375,875.9210739110746,26.290589662125424,153.53343970445692,221.42541488072231,95.70387467707003,18.23702528635177,29.206043180932074
Termal Río-1_synt_551264,-85.31529904848624,10.827859859074797,52.385156147653724,655.6792362603227,16.808337116546983,71.8913829240377,136.33434875123595,58.95771738766204,10.162245831308601,18.403945536147063
Termal Vaho-1_synt_768793,-85.363910080855,10.797314928419258,67.23114216611597,802.3088692336374,21.05947640353833,133.12083414849894,192.7608605723575,90.14333242811834,17.35372664087346,31.814686922551466
Termal Fumarola-1_synt_123110,-85.3458853066708,10.767499483533527,99.47348540026702,968.2744381035719,57.33479988487155,236.06632255806656,315.2815939680134,117.82955934411859,22.07108660457683,35.867383127005965
Termal Guayabal_synt_824671,-85.32090729821915,10.825020469150116,55.65139447240604,724.7317023208591,106.66382015747514,3295.8837632347486,235.1498691546243,52.58777746315268,2.8661696062853683,39.59674686380879
Termal G-15_synt_366572,-85.3516210481935,10.756962145498733,54.429290959904584,668.9193399789439,22.52191907387485,122.88014481223296,157.9243743508336,67.31676067732299,12.295544701546703,19.22990609249328
Termal Fumarola-1_synt_586338,-85.33935017608823,10.772990812620646,96.252567863461,980.8879564794817,54.51276385064341,247.98423937169952,327.6095253227238,121.29799400081073,23.434448072234183,36.22577492253039
Termal G-15_synt_425067,-85.35027217469575,10.759234292492314,48.60623296085559,651.0162647514641,20.054948738671207,109.33573925953257,155.37986577308297,64.26344594953832,11.867985778112597,19.499269750318284
Termal Río-3_synt_460762,-85.31866426034102,10.84140104124363,55.67467771588349,654.7699771600361,16.142801345857396,76.31577049675208,157.40831699231333,64.25413015466572,10.021346498748251,18.61252707966304
Termal Río-3_synt_703326,-85.31537861586341,10.83550027723313,51.72327896648054,692.6401337029898,17.41898226004643,79.2405850020695,163.27979228016028,61.1297406265394,11.321699542087066,20.06767668534203
Termal Lodo-3_synt_245930,-85.37000092295433,10.808317957398925,73.23450682627293,811.7125619107475,26.51053594353858,166.23753189041244,245.94419693161282,84.22098371621037,18.410902954926765,27.052716601894158
Termal Lodo-1_synt_349444,-85.36967179730836,10.81361321173567,72.67078098533456,918.7265363084784,27.696251202981266,177.51700918367865,261.4513792243451,94.3036567833148,18.25849966864193,31.107006779138135
Termal Guayabal_synt_484610,-85.32342370441052,10.825634467402539,56.57780432203099,706.7254985300698,104.18839598849951,3148.5563878355138,298.84164426244615,53.24183675600732,3.1085869337300047,35.93269289885999
Termal Azul-1_synt_261380,-85.32501646396263,10.807908668248578,60.86409866030472,727.2626219222977,17.568131145906552,94.75998189469804,174.63115755404124,63.785385585536304,11.83034092244753,21.749739997711114
Termal Fumarola-1_synt_512771,-85.34620457457449,10.776035235715376,83.2710771449841,921.4701492092195,48.95404980916736,253.19033304761507,337.66335508799125,116.27374102241271,21.72267095891612,36.46515726121986
Termal Azul-3_synt_409723,-85.31807479915442,10.804432052130666,62.08897079849296,711.5783685627787,15.89637346366898,96.14950489937905,179.72297634306383,65.07079807270055,11.78345378240946,20.679387486953246
Termal Fumarola-2_synt_351953,-85.34215501543913,10.7761435262253,80.09765666072468,1059.7104365228315,46.8089281883302,225.08997837801334,318.52010268476215,118.14440995011212,19.62902122506047,30.94741813052285
Termal Azul-2_synt_376921,-85.32027353958685,10.812027818795684,60.05533588138354,773.5279522501577,18.286319818834283,97.08636942778915,185.7854852219608,66.6711835225463,13.217243084203721,21.202529816301123
Termal Hornillas-3_synt_651582,-85.34496424129587,10.824368982846117,88.11423953260818,1001.3499483414215,39.73187145674686,220.3636641759421,308.16842882560354,109.18193282199407,23.464267039634844,30.86409607949426
Termal Río-2_synt_181690,-85.31395574650355,10.831972908782806,55.67700663112388,669.1119109418293,15.55097311530388,74.6833369691622,172.1201440010131,63.36131658080114,11.078752267039741,19.880815185047958
Termal Rincón-4_synt_613237,-85.37025790834902,10.775338786514837,63.483508208074255,679.3254623611018,17.450578188246496,125.34345176266575,206.1361011513207,86.16610017090258,15.467596851620062,28.255384287753916
Termal Río-3_synt_911242,-85.31534939555034,10.841274161072747,58.90946420838902,680.257432730429,15.15817260600895,73.64048670915427,166.7196780253284,58.135202384822335,10.873560975151241,18.66992502095532
Termal Hornillas-2_synt_541862,-85.34605604586076,10.822609026130817,84.16747158893844,954.644323702029,39.10070992921064,202.66208764158856,275.5637345655571,102.85221309972614,21.141558449764982,34.24840627234703
Termal Hornillas-3_synt_689398,-85.34546541087019,10.820158357073412,88.5147182371017,989.1268321214263,37.18956498097929,233.46260274559893,313.3668437474905,102.96656188939136,21.464208050233196,34.780709321427246
Termal Fumarola-2_synt_311938,-85.34790126774524,10.778777152429265,83.61641199543223,987.02009826275,42.74445291132887,240.61210847645674,295.99514087085095,104.09353895155311,20.63931847943252,31.701048313556306
Termal Hornillas-1_synt_423138,-85.34168542588932,10.816625128838574,83.85501980638024,1044.4228747470625,38.18928841606988,198.55039802465726,275.307795780219,111.10666229771698,20.378052816752547,32.2979720491749
Termal Fumarola-3_synt_671431,-85.33716180929994,10.768983341604063,96.26694213218995,937.1748647661564,43.96562589372721,242.857693835852,352.26951011974677,101.15906933682909,22.250549933740068,36.05694652888818
Termal Azul-3_synt_701456,-85.32095880373986,10.806958566174295,63.00625229578216,678.7121536503577,15.89293485484327,96.80236853811029,171.77671758384528,63.21042710081936,11.479294249745989,19.430659560596077
Termal Río-1_synt_699055,-85.30486834182811,10.82939004257119,55.719376522792395,678.6308490295344,14.646889713347171,65.66933511499225,157.50386346068535,60.68477468531843,9.841350178660406,19.366775419096808
Termal Azul-1_synt_564713,-85.32163704064754,10.812490601760873,58.32103792589103,762.4520171860291,17.48859732443008,98.99228478657528,165.52068728171074,65.4504223637923,12.476100266068183,22.417248399351077
Termal Río-1_synt_479427,-85.30711149124785,10.829929635301026,59.22428758373597,652.6461931710878,13.832752414681616,69.25994856642282,170.7897818882501,63.6042489095568,9.739596828298923,17.87284840367493
Termal Fumarola-3_synt_486153,-85.34125749322952,10.769951861569087,99.56830208254604,987.3036686766568,50.116777899839846,222.7500283795991,317.0518048075477,113.61095163722085,22.358751838438547,37.68816380039475
Termal Río-1_synt_301652,-85.31259424131729,10.83162995868066,53.97818684092571,567.6823031469332,14.5597066005897,73.94386166218942,151.56885718488178,58.648524469464704,9.32693271472886,17.231975223569403
Termal Azul-2_synt_617108,-85.32680091498383,10.811085604615627,65.16671522318154,764.6947489240184,17.700633478861675,98.35643281733299,174.6074075762931,67.17463245933853,12.943865006521053,22.479995524698744
Termal Quebrada-7_synt_625678,-85.3014615617034,10.859886935173844,48.186385359028726,528.4687689283803,10.316105329727064,63.92216856555483,139.70178123535473,49.907377743313724,7.835173124999721,18.47789908953171
Termal Poza-2_synt_553958,-85.36053839482703,10.781311383542217,71.27360107657826,809.339935502294,19.606692209347806,114.4705234578008,172.39627711410856,72.79603833317198,13.025757890457694,20.98640931479206
Termal CTP-2_synt_572574,-85.34821223086982,10.744551095060759,48.57210682720565,975.8271472038526,14.65774214019986,81.49603437593447,152.59724391957184,101.07382612049369,10.189904115613652,43.52947008403034
Termal Hornillas-3_synt_579620,-85.34201946218919,10.822385672048055,89.82439695884253,1025.4250942140231,37.31497137309853,213.4854029827902,322.1791362097868,120.46802205997305,20.989481063607627,34.4097733397076
Termal Fumarola-1_synt_437991,-85.34077235120246,10.77240969884069,92.1437867021112,1009.987393864615,48.76573250768152,236.21926392993004,347.4397405915531,105.85245637443768,22.78832887287834,35.678420541463886
Termal Poza-1_synt_851256,-85.35652301014407,10.785482626492913,68.77697642515193,801.0730758686983,17.42624538443726,115.82148869223423,178.1183132844621,70.68482724129117,14.453809165097883,21.802041518601158
Termal Lodo-2_synt_814034,-85.3684256798839,10.81368295574906,79.77738745135376,855.2426998275092,30.548658409564386,173.19869686219238,253.90208894534504,105.85606854030026,17.605790150055636,29.763825441212912
Termal Fumarola-2_synt_524974,-85.34467391427351,10.768184344097211,84.72621933020883,982.450114357957,41.734114374364076,243.87403548328066,288.37895380700303,113.93232436032666,20.68577308685017,30.777895033815557
Termal Fumarola-2_synt_510303,-85.34781485151107,10.773801583297548,85.81717289739834,895.5805873391901,45.77570444691239,230.2387324633119,288.3592500699456,107.28327506635264,21.717510558484737,33.945424955582176
Termal Lodo-1_synt_612012,-85.36746294234055,10.804338844295543,79.59700030460309,905.8483368645102,28.554461237598677,171.51802813940364,257.1664010117952,101.29720466487254,17.248858746728178,31.124215479550166
Termal Azul-1_synt_816654,-85.31727546349464,10.8113596476847,63.493778964726594,734.9187800237463,16.32102090957936,95.59204380153076,173.7247026679161,66.74522186948877,12.23969374046424,21.89569450449289
Termal Vaho-2_synt_795447,-85.35789028464907,10.79070515069884,72.52157849741886,877.7099626368212,26.871695627174923,153.64958948132127,211.0512037039834,95.79254600579206,19.91615679782281,27.527075461748808
Termal Guayabal_synt_357762,-85.31793881484498,10.824913203222128,63.78995308424257,749.0579913963574,103.2392297438908,3258.228047457909,237.71843941247496,52.58321206417095,2.9950106622350234,34.106951471943226
Termal Lodo-2_synt_674168,-85.37130834145215,10.813561326808314,76.1693149921055,976.6078636118875,31.705577520563747,165.457031528042,242.90104999744818,100.04853383655573,17.699896908047897,30.519707908680072
Termal Río-3_synt_220820,-85.31544168039943,10.832647478058687,55.68285550910537,663.3481297319686,15.629992228572144,76.04837753208096,163.60511604351598,59.55278145970146,11.020676098259358,18.929050852409446
Termal Lodo-1_synt_819141,-85.36925531587492,10.808879164408765,74.54250806510636,1015.6409931090627,28.319568296561442,180.50140194097239,216.9399316927322,90.49442934160541,17.960033835387026,28.74459982617569
Termal Lodo-3_synt_206709,-85.36446185172947,10.806883288669468,80.15342222962178,935.9250754432416,27.486498897538997,164.51768078713712,259.7371368464411,93.923381409681,16.20455785545949,29.931431962030718
Termal Hornillas-2_synt_874483,-85.34009922958099,10.82392863431096,83.80569374642376,935.2858484444802,37.09029172360601,199.80800179540526,317.0241545237003,97.55101492503223,21.055777094965784,33.751389543259066
Termal Vaho-1_synt_418058,-85.36242622989899,10.792318570477086,68.00390723931558,799.7844253448953,22.182614024841552,148.6881607411058,215.92828671146376,90.97084678650303,18.874714404558656,29.88271539447206
Termal CTP-3_synt_457018,-85.35106828739492,10.74098458096864,43.66853585442874,871.4887473029735,14.143523390697247,79.95527060098324,152.8649778994027,109.4072416068542,14.280611954971977,42.9866069479522
Termal G-15_synt_528069,-85.34454957273057,10.756988738437359,49.94564483534315,738.1793663066234,21.620777549788233,105.40658144876747,146.08082925544426,68.67303038642144,12.24947576821795,21.339558693304117
Termal Hornillas-1_synt_555652,-85.33841743618476,10.820777139625475,84.41054935008542,929.2379595791278,37.850885269377905,207.87472792430725,281.19258882041527,95.1483213067101,23.327197468100366,29.653509647163574
Termal G-07_synt_463557,-85.32924588730006,10.803894787692784,54.89444600518965,662.1944034801448,43.71297196913284,204.91226223656207,193.38982448367497,75.51517410237382,13.488925986636378,22.987939374963105
Termal Río-2_synt_655373,-85.31263274412998,10.82807013744161,55.94259054576355,652.1214045729349,15.05330261334082,79.16131218766792,165.448688915607,61.29517325109278,11.306427843994692,19.43945769779944
Termal G-15_synt_114416,-85.35433282455118,10.761424851363147,53.8810756933774,671.0778040003954,21.983417283351557,107.34109044813135,143.44436507131235,59.816103795106294,12.105042834861164,20.250452648470247
Termal Fumarola-2_synt_316129,-85.34268569801895,10.773025872420234,93.39856941099457,959.6258730227734,41.87546355501615,224.00263919108164,301.5114963994171,107.56625616015567,19.89783652342338,31.51605902516061
