id,coord_x,coord_y,temp,cond,Cl,Ca,Si,Na,K,Mg
Termal Azul-1_synt_275821,-85.32087798185148,10.813744769866789,65.50788241269768,752.6280071378613,15.970028190292568,99.75450162983059,160.27816439704048,64.57609091041299,10.410672776216252,21.63169628655519
Termal Rincón-4_synt_866439,-85.37204735148838,10.773330626528708,65.11013512024604,770.7144058636992,19.93761363071867,121.69175288521639,197.90506977140103,78.51606039853773,16.079887530671648,27.500390702763458
Termal Río-2_synt_764377,-85.31494612002788,10.833278615208892,54.10942365287014,663.7144464253618,14.16699309481713,74.45906069726776,169.77810338861318,54.16185349280876,9.75635031635083,19.867360040894827
Termal Vaho-1_synt_720023,-85.36873907490731,10.789761721023892,71.39159339768426,828.9873034698467,21.70461176088469,133.8889645092726,197.52003998742185,77.80140008456898,15.888141253487067,27.86661414560713
Termal Azul-2_synt_268814,-85.31961079701252,10.812311691826375,64.08124120507472,717.438325511417,17.398108548728498,99.92631383687089,173.62678796113178,75.22236868348354,13.647195513994617,23.192432842588453
Termal Quebrada-8_synt_248199,-85.30400170878256,10.857064159759588,49.892117037352556,580.9445277026906,12.502485734293936,67.64204812583544,148.92482350512222,54.009017973656114,8.681602533454255,17.600514534890063
Termal Río-1_synt_359919,-85.30665566854562,10.831150184531216,50.536921133368,642.0065722207323,14.03557100995448,67.64168745729367,167.95334929204458,60.96825587994511,10.232269863331256,18.321859716456267
Termal Río-1_synt_438967,-85.30935481088491,10.831996002499945,52.14333587424944,683.7104027589068,13.421144329794428,71.16883346593838,143.92523283766266,63.17561132684696,11.252887481849505,19.330294049871355
Termal Hornillas-1_synt_152978,-85.3344286056461,10.819708566541223,89.71616839776306,1008.4239517902353,41.47202188200079,209.49064043190353,301.01075290041746,116.76609504828762,21.618073069291054,32.68699964208294
Termal Lodo-3_synt_814039,-85.36818982859363,10.812330021716498,84.2703200889597,927.6448998305015,26.547793109181807,170.44290278179494,224.91914702415593,91.48659360306229,16.603437499210234,29.831969158717797
Termal Hornillas-1_synt_135051,-85.33791424922293,10.820414092657565,90.901459098855,940.5465665522228,40.575505441612904,186.28045726019366,296.6570083340989,97.31057140683369,20.322220128674182,32.80501599932553
Termal Quebrada-2_synt_533235,-85.30832226071071,10.851544531508258,50.76741984739942,650.6068549946908,12.813811153853235,72.67938385832552,121.58710174483416,51.25899775723889,10.64582873797683,17.916715029348058
Termal Fumarola-1_synt_761799,-85.3459134642471,10.77435579722431,94.75790329288697,984.558144916364,45.27265883713417,254.38517498475213,295.6261644828098,101.32935612037484,23.027534834461235,32.72993790579597
Termal Lodo-1_synt_830635,-85.36788074226348,10.808428396852635,75.3694203799237,900.9070264494873,30.610264576050742,183.84029979038252,233.39183648018056,104.27635020457393,17.51045751520069,30.196642176742408
Termal Río-3_synt_829077,-85.31616282006593,10.838534542723089,57.60008056052328,677.9709003915384,17.38010889039421,75.18255953077606,161.1872062717587,56.47650832745619,10.126040669387354,18.41886460336634
Termal G-15_synt_751375,-85.35023581308964,10.761791349733123,47.710787463409616,653.1281014837168,22.403690209089596,105.04906770327851,147.72598265423497,73.12026401769278,11.698748410384914,20.004215499160896
Termal Vaho-1_synt_899524,-85.36360407117336,10.795870228980029,68.16219921673981,783.6470256812585,23.55609252477544,148.03159445235949,203.38509858051688,92.06452620068882,16.68903112449631,28.259463534601515
Termal Quebrada-2_synt_355179,-85.30967532644819,10.853972813684898,46.251901899067036,624.1417964802108,12.476402948556084,62.56715557869517,134.709418875636,48.23819793427716,9.464885406476796,18.74965834893216
Termal Poza-2_synt_351783,-85.36510018330542,10.783510597747728,71.36149630342884,819.2246613393443,19.697852617279054,111.14189077063006,190.59312890531444,71.79429906682742,14.057200364544235,22.67452859307474
Termal Azul-2_synt_833443,-85.31902819803898,10.811322309037685,63.84528441045116,747.5176240791988,17.375761256330183,98.22724440553499,193.14728880634263,64.59542766111396,11.815804386284075,22.994988059667598
Termal Río-2_synt_876068,-85.31303941754923,10.833403490075856,51.52655622657786,683.2553560156939,12.882917828839963,76.01142627277574,159.6522515721861,56.83503459775512,11.39042755943464,18.655144906116742
Termal Lodo-1_synt_704840,-85.36972026251794,10.809424501283019,74.31151167373534,986.2049279558273,30.320189331404585,155.299318803453,245.19327739203663,97.69542078564322,18.68791082601121,32.01642916836882
Termal Quebrada-8_synt_820581,-85.30175673588533,10.859235074236759,49.710321620331214,597.0989911603817,11.789131650804473,62.481476982920036,161.3804293026723,55.337995737938996,10.097816467988155,19.09708525151339
Termal Lodo-2_synt_947121,-85.37651664690621,10.809590101089999,82.31119675595734,1040.0207150951717,27.37124952758651,164.3060337038543,269.64450220227087,100.23222838264222,19.86410860304119,29.519080425847473
Termal Lodo-1_synt_569053,-85.36811884037226,10.810602219368167,82.85367534726062,924.9409077521628,28.850875197772485,158.10991471755216,260.53968431097644,102.44980225392348,17.485877113859036,28.634838959998586
Termal Poza-2_synt_191480,-85.3525437312364,10.782192885143335,64.30874349289897,792.6274868869059,19.99223020528265,115.69091709350842,185.44439447680313,61.05374751735931,13.060896169601056,24.315620697159012
Termal Río-3_synt_898598,-85.31238904216279,10.834860380533913,59.67600082293491,663.679909043258,15.214641835976037,78.91010933064857,167.47061420940196,61.64642470249808,10.137962909232053,19.382257373845704
Termal Fumarola-3_synt_629881,-85.3392633820171,10.76755159116329,86.82276236476461,877.9878759801211,44.88674489663166,223.69843370986527,298.2616891738558,115.18711873539135,20.02010763871946,36.05086597463587
Termal Poza-2_synt_594175,-85.35984494114332,10.782547051564796,69.98929156458351,844.4381776732706,20.809849126014438,107.30757029713779,182.65440609403456,69.26563409255775,12.622195960615302,21.442023793890435
Termal Quebrada-5_synt_122877,-85.30156604952357,10.858401759241762,44.26941894418248,527.189440619274,8.840436431994178,59.273327860388,137.0556622047109,49.00584884660795,9.10431911201643,17.342171574234335
Termal Quebrada-2_synt_465777,-85.30852605221546,10.852559005225336,49.815527575763184,576.7795197130276,10.788061725304111,63.93914788699299,137.23767726431012,50.30919267319233,9.580177145045907,17.762319511570336
Termal Quebrada-7_synt_805385,-85.30390004717877,10.852610081853657,42.14967006334225,552.2711361031381,10.079198357656914,59.25948294444565,154.11166631475794,51.57228053622939,8.96210118065529,17.962376543894063
Termal Río-2_synt_893429,-85.3100335959484,10.83225399035017,57.224948853117645,626.7011053410804,15.264741591870372,76.14442318273338,156.00575151960518,61.58256518297433,10.063562098088315,16.96386001762498
Termal Azul-1_synt_183512,-85.31973737153724,10.816645790016999,60.407769277644604,694.4690362577945,17.353208754893444,99.7505423760673,175.54094046887965,65.7725129513748,12.48469121388024,19.88124473076838
Termal CTP-2_synt_786093,-85.35312548361057,10.744061827244137,45.656254153448295,909.7821462627367,15.561188505914464,79.36195468866953,151.8193204986693,113.14551514260333,10.62188425846478,47.608519667381195
Termal Sitio U-1_synt_144098,-85.39100738533634,10.784445965265649,46.60768395815295,498.5910941145387,9.620718340806468,57.64996596460187,160.20635610867652,60.67099372803029,11.408929063890728,16.207053407181817
Termal CTP-3_synt_881724,-85.34783808363848,10.746285267065803,48.859868388815926,894.250702117992,14.018931306985793,76.81876952121857,148.86180281713504,103.97560228424692,14.473581954467889,49.50260479613201
Termal Quebrada-8_synt_296155,-85.30667402975543,10.854669822123572,47.248036853529314,607.26484536497,12.516421808901837,63.530430536213814,163.67797769576677,53.85863783568314,8.812564351396764,16.63705013897126
Termal Río-1_synt_497737,-85.31557465024682,10.826521650329928,51.16374122653012,642.0966864774127,14.953183403882784,72.0175677990762,162.9545868753113,61.841262671068606,9.432653604127358,19.023132218445145
Termal Vaho-2_synt_535899,-85.3524742227338,10.785409649789464,70.60210783271863,899.3082348459516,23.77094188365632,153.5975052061504,216.3449785665485,90.88643889393752,18.976017048734132,29.956403333793777
Termal Guayabal_synt_550316,-85.31806556760718,10.828533894249388,52.35442682022866,703.7725521914371,105.7842445657321,3412.066476999957,247.40507647002397,59.11462459951465,3.0426845630415444,36.463383818003564
Termal Sitio U-1_synt_587958,-85.38886197100665,10.781929360133908,46.15825621903592,508.8667778478697,9.761270583926857,53.07365627049517,162.21640776039501,57.77102255816168,11.436946669814043,17.0944763387024
Termal Quebrada-5_synt_941554,-85.29745107762433,10.860082252880561,44.59478316529691,537.2368535262005,9.653429266317012,62.03978089008351,144.65303559056744,50.83606232914342,7.68546690857975,17.1324613096149
Termal Guayabal_synt_277260,-85.31710627247598,10.824606995598598,57.43581311865051,751.0396368153271,109.69926638490388,3215.559473372686,264.40917400040365,56.08941590433643,3.0677715910597496,38.70233619770493
Termal Poza-1_synt_520923,-85.3624285467141,10.781328462219097,66.54786105516042,758.2890882497487,18.845915820920016,104.80947739381706,180.1181246147052,74.46774566707184,12.38375849969054,23.032868966295624
Termal Fumarola-2_synt_175764,-85.34573028146588,10.77432767341013,83.45209035501526,957.6514738927555,48.136097250282994,230.9143190032472,296.87989206216616,109.41654214844044,19.981257334904956,32.43670751073807
Termal Azul-1_synt_505750,-85.3209968257787,10.809116577927831,58.04638722437025,716.903414104684,16.869142260205216,99.75718804984878,181.92239833604617,62.21761799915306,12.018836266777072,22.76984965276323
Termal Azul-3_synt_127785,-85.31697373486566,10.806149850627714,58.23692103631334,750.5156823318355,16.71253228372438,86.70362027533261,168.95271134056313,67.72433869584972,12.459371143938434,22.17132194818091
Termal Vaho-2_synt_264022,-85.36012201678201,10.790363695992056,73.16988808832657,943.5850732262013,27.61169451519173,163.05731782149567,220.81317793726186,94.32594109067031,19.24555524383279,30.19041121377523
Termal Quebrada-5_synt_286721,-85.2893172173481,10.855122866737942,45.55912909394888,481.31043528711643,8.973900914016918,60.45457974366088,133.04512376163584,49.56205856765233,7.483577516849978,16.616875912301722
Termal Quebrada-5_synt_407441,-85.30092966341913,10.860830745054747,46.473801303810426,526.6419410195509,9.27646383305923,58.240060067028686,145.58909099079358,49.03794362056374,7.825320614078053,17.37743456616348
Termal Quebrada-5_synt_997173,-85.29587331894444,10.862457532897595,44.09626446124817,533.868123955172,9.321338741896481,53.02517701143741,141.96514603114485,48.15849851683528,8.466265040183464,16.14416982833533
Termal Poza-2_synt_251756,-85.35590731757776,10.77839368386928,67.65456964008237,863.6361679880266,19.583485273727625,120.73839927943355,176.5284004685614,76.25486539708317,12.348471497652032,24.262004451591082
Termal Azul-3_synt_181258,-85.32168556631407,10.811149413248415,60.63852215607264,694.2487820056008,16.924368317504687,101.78757289739309,179.11453814062787,65.2526457068799,11.238795469752896,20.446129514524312
Termal Sitio U-1_synt_250776,-85.40033458780229,10.77955634155598,43.82777954210505,549.923718628753,9.492268188754695,57.674008112586804,150.35107569062666,51.877468442981915,11.045463637370787,15.978986044824806
Termal G-07_synt_532878,-85.32733195807391,10.796501504993405,51.46050422156942,651.7494850915086,47.90671380723732,201.7830049228578,184.6533506362605,71.30250769805639,14.759277404987586,25.64449445411341
Termal Azul-2_synt_103689,-85.31977043718229,10.810626323810403,65.37234413216366,719.7838191630927,17.35836045950555,102.0982279167173,182.33411207664494,66.85133661464583,12.426065456232758,22.261854338536704
Termal Quebrada-5_synt_349990,-85.29541530978892,10.858699911193588,45.05247758052808,555.5931176948983,9.232729724473915,60.7995473785433,151.23245339518508,49.29839887253277,8.31803747785824,16.669035294356927
Termal Azul-1_synt_455205,-85.31599670160168,10.81637904736901,61.700663800789506,716.3540194214698,17.10200141941588,102.53963419251484,185.0239373130488,66.83406527986331,12.348779363964088,21.572878332484194
Termal Vaho-1_synt_812363,-85.36346110921897,10.792672666777461,79.40147278000987,833.6916762566525,21.53750226478447,142.23280622229467,189.23204420660494,87.45116671807489,18.03005891530708,31.60101579156915
Termal Sitio U-1_synt_913332,-85.3913825209917,10.7834567223627,45.29816970227498,502.2454538509873,10.244417504196457,61.853978444831064,163.5943546524398,59.50289893337381,9.293476553991097,16.807564468556155
Termal Azul-3_synt_619482,-85.31730868619283,10.813917501164145,62.17305595999924,725.4539349436817,16.907853654234565,107.90969166568084,170.0557614067035,66.28705981449646,12.082604563785399,22.01611459799381
Termal Río-2_synt_371545,-85.30821757473271,10.832914387597555,57.06831565291893,626.459598206541,15.136419212644192,72.92615508698093,148.89934599844355,62.30406609971855,11.171822656435968,20.78827404187848
Termal Quebrada-7_synt_112098,-85.29818344988762,10.86111672709039,50.13697158058843,551.5624333160512,10.199847894119872,63.56418651040351,143.0686644562279,54.52746074158927,8.90575989033766,17.053456495944815
Termal Sitio U-1_synt_240800,-85.38894250182811,10.783283967708076,48.442544669791914,533.3614287093785,9.913155323857778,59.55857102505187,151.82729790654096,59.78715505347713,10.909369140173345,18.330936000996363
Termal Hornillas-3_synt_632037,-85.34269478390895,10.821250841704495,86.32106285345034,980.3311104026274,38.53932076768152,202.10413723598123,297.7053559734487,111.9396226636769,21.171437440364528,34.1756285139937
Termal Hornillas-3_synt_156253,-85.34084380822749,10.827637787933913,97.40764937569767,1108.610041317833,40.1568567649989,225.22231508743758,323.26134300406227,117.63110184404051,23.54814611850994,33.06428943830668
Termal Fumarola-3_synt_364428,-85.34344193974779,10.766536046419354,95.86512463226669,992.2056813787727,45.71840259045191,261.7143515227253,297.47136480810894,107.99307107135903,20.69934084339424,33.43252991501882
Termal Azul-2_synt_490643,-85.32284259041987,10.812006788264185,65.38117108287823,744.587868956509,18.96569829771904,107.48841600437929,169.72750759842785,66.15734036747554,11.70302374998171,20.72376566123752
Termal Hornillas-1_synt_540405,-85.34107051063796,10.818825148424397,84.80101850491255,962.2649584167704,37.55094621819958,213.94377119801496,287.01219195140135,106.34996001544559,19.34209984911624,36.14144250030974
Termal Guayabal_synt_266487,-85.31889543324266,10.822617007799423,60.020863401350134,778.9523855748104,98.5510094331022,3421.973844294448,257.1767600563888,54.725525621967556,2.9401813155026137,36.51068133884333
Termal Hornillas-1_synt_726592,-85.34344609502665,10.825289617159527,86.32670305935495,861.227451057449,42.642603376820546,209.3451676788299,302.4429780697785,103.29342709688123,19.784521866743706,32.420828606375885
Termal Rincón-4_synt_594635,-85.37109607267726,10.767866680088483,67.09331872809818,834.0281799212927,19.559636995818728,120.21571913025342,195.34062551987253,76.01510967948228,14.469870384273543,27.34952871621973
Termal Azul-1_synt_602197,-85.31601231628282,10.80831455496747,59.80342727495558,679.913448671188,18.347392730099624,99.55863787935625,179.3230380782265,65.56985989153594,12.123156165995544,23.063876919648134
Termal Rincón-4_synt_437745,-85.37228567159579,10.7727557161271,60.30703340908954,721.9735025186629,19.12799038031185,118.45485026647383,182.32018289600842,80.65255184819995,15.0538318841721,24.804500225607338
Termal Río-2_synt_682100,-85.31381852202429,10.83234258875632,56.396781859292396,589.3927165036972,14.171853265680351,65.52732411778773,164.73018902061108,61.008806304628465,10.965774835330693,19.502061999225045
Termal Lodo-2_synt_330050,-85.36759815617434,10.812388873087068,79.17573898288228,854.1895944288425,29.479861028256867,176.74650404223328,240.80680895668118,110.05758744848264,18.60444005525033,28.37061902190866
Termal Fumarola-1_synt_364009,-85.33906885817692,10.774975429024428,94.42330640692981,998.5578308408421,47.31116802744924,222.30213106648537,346.27181939724363,123.97542582783241,24.194508592432097,34.12820569517676
Termal Hornillas-1_synt_199403,-85.34057061591726,10.824384604414131,90.32290135253326,967.864180853382,40.52765759300793,205.72052506005053,304.65980639127844,111.72750893323855,19.175172074490042,33.62039860437323
Termal Hornillas-3_synt_430856,-85.34119259058176,10.8241869169461,93.26559160517176,1082.589342925819,39.958525524544534,205.82988435664592,304.4612898760532,120.16807784386201,22.98470389715577,35.90787878426267
Termal Vaho-2_synt_433910,-85.36556993434503,10.794393520434753,73.80837801075658,905.8946111087797,27.50784592983569,164.59445257156383,217.58907756997962,89.394237569168,16.984784841009493,28.5080703349481
Termal Azul-1_synt_240621,-85.32204971371596,10.804880133885234,65.00964292052872,778.6206387516609,17.759906788297712,89.01545872695304,169.15636576706436,65.19695660472404,13.25572568118319,21.010008256582523
Termal CTP-2_synt_274428,-85.34772645417435,10.742261421067166,47.48656400832896,929.5569452305763,17.025051482563775,75.25811778792034,149.57633006651338,108.29986820580454,11.396428223080141,46.65189643444357
Termal Lodo-3_synt_409963,-85.37462522026077,10.80874006944181,79.9754899260724,942.1555479382778,28.255652178887033,172.4274913224336,225.07508033433618,85.48779585237226,16.799555175224604,26.223724627435928
Termal Hornillas-1_synt_766254,-85.34048075853238,10.818209957796432,77.33528382028744,999.5947998599414,41.12922687472507,208.11980119266423,312.934184812245,104.45130135370464,20.566338335267655,31.080497491011492
Termal Lodo-3_synt_248054,-85.37188953420659,10.806383503810064,77.362114440999,944.6286097790913,26.346259505045353,183.05181993075036,257.0195571324567,91.37745215511545,17.63536861465276,29.21603814588008
Termal Azul-3_synt_267420,-85.31450683630824,10.806320228093012,59.67958968421189,691.6670917844592,17.078190773518113,96.91172452184774,177.91236279954524,57.262766961561866,12.169537007164509,21.435989211298438
Termal Poza-1_synt_892189,-85.35780286560282,10.78659189639967,67.32110755205285,840.309442934634,17.99125767230182,111.33290745277822,181.7108991427391,70.65181697011134,14.136336892743985,21.49784143589123
Termal Poza-2_synt_411959,-85.35756482127508,10.78092737199282,70.44587704069066,858.7315179771211,20.307963482693246,121.6468475751071,183.25687901255083,73.79225671423362,13.311101740072838,23.175053735065568
Termal Quebrada-7_synt_438139,-85.30036944113316,10.860356488966385,49.1790629052464,572.7067803655343,9.515261897109033,62.527816194522906,146.30709826602623,48.22322998721101,8.756028327286993,16.910465914563215
Termal CTP-2_synt_638184,-85.35301205363295,10.745035591318858,43.6347044374152,969.0042285028945,15.220308782818476,76.39783530734442,142.8973984837757,103.02224154330678,10.545764276750635,43.29107482412749
Termal Vaho-1_synt_736754,-85.3651616640433,10.797935333576056,74.2967174493164,816.1760800298823,22.461145686152726,128.95149267008622,200.30730166073607,93.99702432214387,17.412112815776656,32.73549629901356
Termal Azul-1_synt_655306,-85.32167549923719,10.808406123595802,61.90308073883545,729.5314622276883,16.429954707268443,108.66123941234396,185.34688788853623,65.96498824707531,12.204251590536611,21.996332691477054
Termal Quebrada-8_synt_548754,-85.30373401561161,10.855544657436093,49.2344525284393,598.1140970081397,11.765335810980577,60.39067855984545,154.12710338796364,50.25403586766749,8.81819878832954,19.11079710559543
Termal Quebrada-5_synt_442060,-85.30487469574796,10.861090224294086,44.09481323520131,533.9320375395964,7.420399545421261,56.290394153984195,148.2281643420679,50.226362563435494,7.887000307108798,16.306497288821298
Termal Sitio U-1_synt_298837,-85.39741833782743,10.780688471501183,46.48481647016497,501.38876481681496,10.079874509130615,61.569684547445526,152.0244389175445,61.16601598024421,10.77653727929126,17.804067951954245
Termal Quebrada-8_synt_732138,-85.30307247616426,10.852434069046218,45.041500805258316,546.1794991893091,12.328843644506843,69.45779109827873,142.55052047436348,56.0691788197205,8.75454152888222,18.69407955871566
Termal Azul-1_synt_907782,-85.31872383881266,10.812387733889446,63.29573538557945,750.5810299785421,18.344355386982265,92.20256168493985,197.0426110214469,63.59621619242091,11.025674248356314,22.443852823816787
Termal Quebrada-7_synt_604547,-85.30850452130588,10.854618181380397,47.52104667269121,557.5816989523564,10.624681455317255,61.56366589764707,155.67390302014343,50.200508747804356,9.231877241363199,17.891195775362647
Termal Quebrada-7_synt_546298,-85.29997330951983,10.86033536304918,47.75795802863877,580.644002613506,10.59575870516227,56.856138781210184,156.95146910261946,50.34276059840007,8.683765563169276,18.013573999958325
Termal Rincón-4_synt_221880,-85.37832383844719,10.776942053624886,64.38288217833667,862.9016716858479,16.684658391512798,121.79129137213747,196.36488436559893,75.48897786969589,16.163992854705036,29.164531380544464
Termal Río-2_synt_664275,-85.31566720065153,10.829480265759155,51.13755194550785,645.011064831537,14.724077957947387,76.92780942464005,159.73766220920993,58.86250087027968,10.52691626298158,19.4068544066984
Termal G-15_synt_560908,-85.35055058952202,10.763288734919662,53.68105968639019,673.5316197043782,22.717244409318038,105.09195478276706,144.4152149730575,65.69765119824308,11.905093151607133,20.285552225328942
Termal Quebrada-8_synt_836017,-85.30553424170378,10.855206590153335,49.90212239242217,594.4802082358743,11.261478636314958,68.52630724658422,152.07264838862795,54.45305378453239,9.937623835418036,17.983133257133304
Termal Azul-1_synt_923975,-85.3256023319156,10.814691955051142,63.64313046811034,780.752638096946,16.794509244764665,106.12986307062928,169.26254363926867,72.06084580630711,12.425121914615701,22.354016532407353
Termal G-15_synt_770065,-85.34685529143877,10.759045421620641,54.81042126826652,692.6660047207051,21.759298885173177,118.48832989541226,141.34036934269318,71.22250629211261,12.575081388314462,21.07823283846115
Termal Hornillas-2_synt_346341,-85.33948274220694,10.820654516861964,89.34106797065853,928.3954330371519,36.99072977032886,209.86151887869386,291.4612797448652,98.1221373508049,20.416053999424953,32.11792800444719
Termal Hornillas-3_synt_826197,-85.3446855049726,10.817959409014994,89.13266960915887,1038.2264823732066,42.78341681983944,230.09739625019265,319.6394864732117,107.97166715495156,22.070065632632016,29.674349642288348
Termal CTP-2_synt_751512,-85.34958530563178,10.748210231217037,43.36230583447169,959.9300704053841,17.539633977906227,78.1997545332217,152.77158573329143,101.90776912665424,9.949723129426893,41.33994590437465
Termal Quebrada-2_synt_933510,-85.30977732378962,10.85067455479813,51.73499024312875,658.0744516078985,12.263671502798198,64.01272126141977,135.26411955151255,51.99628261202229,8.889054938214606,18.273742337548274
Termal Vaho-1_synt_118701,-85.37037173545278,10.796136579346804,68.90912583252448,848.7809357034487,22.824768117964172,139.71325249543125,215.800157786375,93.22815802078547,16.98011289376468,29.76320239831073
Termal G-15_synt_984504,-85.34524415324947,10.756851044120552,49.29502062751017,684.043507516724,22.59370241124583,112.13522660026337,148.57115108657936,63.95589595086103,11.927406450683554,19.67870901973856
Termal Azul-2_synt_574998,-85.31822311838931,10.809825319856172,61.62463158605425,775.9735198788002,18.854980754511597,95.67982565979001,169.26803739189822,65.66574770443248,11.951495425281061,22.15168947933298
Termal Quebrada-8_synt_445344,-85.30575643312598,10.85655801173311,49.18690990622018,630.0580910601919,12.277056955188495,65.92166984030786,152.70309358618982,55.68170118240884,9.726038046902003,17.57005396243965
Termal Hornillas-1_synt_174974,-85.34014284573867,10.821000840375516,92.49201037623538,1004.6887813646446,39.151804655100655,226.7298821910062,307.2506493538206,109.66687540675514,21.077863883076816,32.211812745662705
Termal G-07_synt_930916,-85.33137541997347,10.799499280969854,59.1092169154811,707.8776506737833,49.69400744953774,223.1045795433182,191.4538144608992,72.2359693736122,13.487667824268446,24.53407642939884
Termal Hornillas-2_synt_340434,-85.33804392182658,10.817072454327384,78.72560525991037,912.0396593897627,38.7116123487891,209.20394199283587,292.5202247234454,104.08737560651352,20.422680908963443,32.487441383154184
Termal Quebrada-7_synt_195164,-85.30859003829418,10.859380659704659,45.94402537132793,547.3003937745542,9.861758303078636,63.92616353718387,161.54772767905882,57.438319255576,9.506886187250098,16.436484536133655
Termal Lodo-2_synt_926084,-85.37411790365499,10.813810524450732,82.89295641623934,972.3407868811113,31.15428198994656,177.93451183064508,262.2187029618845,98.25738990456924,19.900443217145778,29.854502100663087
