id,coord_x,coord_y,temp,cond,Cl,Ca,Si,Na,K,Mg
Termal Vaho-2_synt_469550,-85.35698461542005,10.789490901700983,73.38111863204976,899.9941274895879,25.983816429541424,151.61619259873828,225.20755495592542,89.60551622498637,17.255553221456324,27.810812866645414
Termal CTP-2_synt_105234,-85.34689654388481,10.754886601028927,53.75284621024223,956.7453666254053,15.239847979179723,78.921829074282,145.12461687178427,98.15750752882951,10.677892470056621,46.915877408846804
Termal Sitio U-1_synt_785974,-85.39743768486045,10.7851218250496,43.79413743437927,527.8094294318394,9.986574213133544,55.34819286528522,158.37264699685224,63.94853650247691,10.947961151574276,16.54207644464007
Termal Hornillas-2_synt_352416,-85.34875296129816,10.819132134043699,89.78952514907986,967.7649462602627,34.61737553826144,190.5563712212472,260.9396419573624,96.8470264259399,20.57367839921463,30.40471240353382
Termal Fumarola-1_synt_923279,-85.34443990889235,10.77684694454712,97.76924349374518,1010.9090421332683,50.26382398943108,260.50980617592427,328.8385225080224,111.15021226168624,21.85077204425608,33.93144881102363
Termal Azul-2_synt_861277,-85.32354225144097,10.813202113463243,58.86786959879102,692.7916727199294,17.6024899257037,104.26948301210295,173.10314481924974,70.50196926481205,12.820830663522603,20.727354867341337
Termal Poza-2_synt_352743,-85.35821781099726,10.783950258529254,75.52191452460673,822.2849625626931,19.35061250981281,122.03505549974228,167.8693638369535,71.77597920605277,13.719073638924078,23.39256129301507
Termal Vaho-1_synt_875841,-85.36357178727934,10.799576525886796,74.19527066688337,943.0906108074535,21.34334485296059,138.3641524144045,206.97279225617237,86.7272815252215,18.130409065822235,31.58849374614369
Termal Guayabal_synt_235731,-85.32152148626413,10.830751397907063,60.53812660588617,710.2864395263992,100.71799776101724,3339.0326660434835,256.645715700434,53.80556333912337,3.238986393851617,35.82577476757675
Termal CTP-2_synt_382505,-85.35262203921505,10.749787540935634,48.20527340217299,875.0051589100947,16.45228596855148,75.07000369812233,152.32489051819616,109.53068908503802,10.630750475195203,46.85318921194021
Termal CTP-2_synt_189863,-85.34771299751264,10.745394205070792,45.679048048956965,953.7237894175095,16.594861100558862,76.21943555225103,161.23818750536805,108.04297280942171,10.0379907813347,45.37747954153073
Termal CTP-3_synt_582712,-85.34736216313904,10.740285894490487,47.81388534917545,951.3344901873123,15.08820014237455,76.5204703003962,141.72833365745166,101.68286793222636,14.439835625345248,44.74986403631927
Termal Río-1_synt_863242,-85.31503330989659,10.829158461160045,53.79642453687985,586.9861898449714,16.723991718790128,69.95832392589945,165.7592491951199,65.93466382091584,10.364980342467515,18.796639021457274
Termal Hornillas-2_synt_427048,-85.33774392104743,10.822835612289687,81.3199814712995,1012.0275618032687,38.41018853100221,198.17911511182595,303.1530718843277,108.3774262656149,19.795597506005407,30.676757905861777
Termal Azul-3_synt_819961,-85.31731079327496,10.815242944527055,58.39861683593312,691.617089622166,15.060463516504084,90.5129684896129,181.49967166884372,67.00390435831672,11.15776336139097,20.132613411939392
Termal Hornillas-2_synt_761676,-85.34272251746533,10.823719610794996,91.1213610611395,984.9503133853759,40.38990723350309,206.06128388241018,274.5028803253066,104.13664400513433,19.900489479561823,33.161190104708886
Termal Río-1_synt_650763,-85.31644128700127,10.824768538014013,52.87690085600934,648.9001478553482,15.387442078202685,72.26656877113831,155.54042621277725,64.1919450142302,10.28234615848333,17.058060787332078
Termal Azul-2_synt_285080,-85.31740424790966,10.809595502781095,65.36738599031634,741.0170111246551,18.92670929433557,106.61591405208408,163.33102950495064,64.86414798085924,13.742364620336087,22.442714445402984
Termal Poza-2_synt_537802,-85.35706420748251,10.780529010009094,63.65814753122905,836.8753123160288,17.883558128688097,105.32305629891268,181.97836543790544,74.67651166223614,14.263911461842705,21.5442593785205
Termal Vaho-1_synt_651612,-85.3670477850638,10.79456879570119,70.52593447823133,860.9707859014987,21.757488866638084,153.69301913008007,206.98816726819732,91.67949104851903,17.95423151267017,29.359384720323323
Termal Hornillas-1_synt_728860,-85.3377406357648,10.823577036275873,86.26205699418735,989.3478199951496,39.682100514540885,233.58319183428853,294.31083996814715,104.11595961625544,18.972691102361527,32.55410360052948
Termal Lodo-2_synt_287313,-85.36692252848549,10.811224124779308,76.45882473386433,950.8967375101894,28.757430364072068,184.28541373317987,246.8470014120516,95.30467406594735,18.96229994776007,29.723469092540224
Termal CTP-3_synt_129302,-85.35574246836987,10.740852709609227,49.050661579797264,835.6115212500473,15.443970270085302,83.30574867215682,158.46848194836318,111.77154160095584,13.216527007780265,44.66233124262313
Termal Azul-3_synt_220236,-85.31970872410946,10.811737253176407,62.05501363915785,664.196314446978,16.36339575070516,95.13048327625218,161.93388566376095,60.64972898318486,11.984580569781123,21.772903689909548
Termal G-07_synt_287064,-85.33171492609208,10.801945212178858,51.75772666050348,689.2375437675172,42.69856513348063,212.07434905087516,192.37738006766236,75.03693974546377,13.088268224555987,25.342296488409488
Termal Río-3_synt_754359,-85.31507002260457,10.833367092917,56.6071021246901,679.3631698442482,15.530415132496772,69.33593277215058,157.99346486555018,62.31588973976865,9.994979181722279,20.956515547104427
Termal Vaho-1_synt_635575,-85.3644346215366,10.799029207709218,75.22397030697967,813.8220617348472,22.03680312647852,140.46604334194384,214.0754010395915,91.9437264938617,18.037886287950414,29.25591400500546
Termal Hornillas-1_synt_710201,-85.34156945908848,10.81485007467732,84.68882017083179,944.7278438556143,39.12185660406953,193.39287986244335,315.5219374516429,104.66994944493922,21.01671356378709,33.79168173508141
Termal Hornillas-2_synt_793818,-85.34229431446954,10.818709697386591,77.5906420783517,993.506033369842,38.362859285363506,209.97382878042458,283.983218146206,99.38563595332204,22.23612466222919,33.09106906786982
Termal Lodo-2_synt_420982,-85.36923164910245,10.809523420932655,76.29656936965948,1032.0013456529134,27.65351836196015,177.2799480582229,288.4243744882823,102.19777472382383,18.17030856144121,27.069062350354216
Termal Quebrada-5_synt_439817,-85.29883390232335,10.85895357048357,44.715305369426716,537.5155600547222,9.26017769117288,60.28975739504695,152.40978935835,49.816497192516394,7.221232166820536,17.933666199528652
Termal Poza-1_synt_290577,-85.35028648853279,10.783809358861344,70.74058156565302,825.1390621431233,17.176585175083673,106.93537567897363,179.121227467995,69.3902669330265,13.47440586081937,22.422641327890904
Termal Lodo-2_synt_120328,-85.373898508778,10.818157864202586,77.80650880779967,999.215191108058,30.907023748685955,161.42135090908945,250.90467518239774,97.03770884044616,18.95313668131779,28.19999876117521
Termal G-15_synt_490197,-85.34513276422226,10.76128946370342,56.413739127701774,715.5059096829855,22.204266081641464,103.09955146404221,155.74159752013048,70.62438975175253,11.755296717846143,19.340009309458072
Termal Lodo-2_synt_649947,-85.37481838258826,10.810210843496769,82.39364687762769,983.7253558734126,32.49390895143754,171.31605888400125,262.56651201694416,100.30071776050193,19.439572532144982,31.595958665119152
Termal Azul-1_synt_603357,-85.31583502994937,10.81005732046257,60.8201622889051,701.7418721095228,18.14502865886742,96.03190956281998,182.0755810539627,74.51792970723845,10.739380713187812,22.123109385341778
Termal Quebrada-2_synt_186125,-85.30681525833435,10.847241350019175,49.304435462714494,571.726141261681,12.901461039771794,67.05790920696771,125.34848703181052,51.543820830237465,9.767753270411367,18.270632065049657
Termal CTP-2_synt_306698,-85.35159024140103,10.745118066053202,46.40375282749265,880.8923617521915,16.785978135053824,77.71131813478871,156.9747052439578,108.04788107993099,9.992696265785431,46.08847450195963
Termal Fumarola-3_synt_238914,-85.34173227759547,10.774730580981636,86.64462004519639,875.8655112653138,50.404964802057044,244.9710379498481,309.402647417039,109.02122288281177,20.593878730631353,35.49138327428484
Termal Lodo-2_synt_522328,-85.37177184975938,10.810491802002375,77.43534138810809,924.1563172407564,30.547618569373643,169.19786300469804,260.87448606982144,81.49247206546794,19.146648900614693,26.65621290171012
Termal Azul-3_synt_559650,-85.31996250506332,10.802759890321818,62.29348942446737,673.8278137232556,15.872108896194039,100.62396676194541,174.7103965242378,69.0810966170841,11.309309132104689,20.823180300902916
Termal Quebrada-7_synt_547038,-85.30572205208941,10.851504906830836,50.466471721450716,549.1968303880221,10.337405383003938,57.33318371897173,142.49634831376468,54.46135462404362,8.535607224254372,17.3188880731731
Termal Azul-2_synt_467449,-85.32434290043315,10.812259755232768,63.276443800885644,703.9864121447702,16.53919364489887,104.0257452162531,173.89787293575333,68.21741195867244,12.96823157875605,22.319868308078227
Termal Azul-1_synt_544847,-85.31537662460197,10.807812434238022,58.358273238116276,722.3798333636455,17.05369090727435,101.82296198783591,160.1584048751504,62.131330697849506,12.138134219562572,21.846693013141294
Termal CTP-3_synt_642532,-85.35087285259435,10.746537967718035,45.89710882766701,888.0967736201424,15.404042885746765,77.11267732653259,155.8575391818554,104.61842245557169,14.18098110205835,45.800797555765904
Termal Sitio U-1_synt_510033,-85.39529773648236,10.780940982796118,48.362124713782364,569.41930637786,11.362189743247393,58.95735197970434,144.38609071796105,59.645555010270776,11.436068894289507,15.41544860759229
Termal Rincón-4_synt_478743,-85.36955671098193,10.76901185062591,62.65738429359211,783.2336744835526,19.137094641130687,123.89561455387361,201.51725578501964,81.44239315077513,16.36236879596903,30.350013732306543
Termal Rincón-4_synt_872589,-85.37031781183082,10.778070117595034,64.79071347231327,801.3952461568189,19.618510601882534,129.29568661110116,204.48845906886518,79.27268355664363,15.706984940604249,28.677801867811525
Termal Quebrada-2_synt_500968,-85.30656676024765,10.851235906534317,47.20221749692601,666.2221391858903,13.220059563396875,63.27139344743852,126.96310517458896,46.78402632999885,9.553525608159513,19.11929868636491
Termal Quebrada-2_synt_593055,-85.30726245082323,10.847528942063294,49.151929423040436,630.2130916844161,12.50738155234584,67.51380189095198,141.9360473224416,47.3217822995933,9.909394710897221,17.645202157499675
Termal Quebrada-5_synt_583126,-85.3032043880694,10.858672911306915,44.01309532394576,560.4417822947393,9.912928516571402,61.08951238213365,140.7180850559197,47.29504473338504,7.388829589013371,16.80384203843753
Termal Quebrada-8_synt_852065,-85.3031315621946,10.857677944577487,49.421149189392295,602.0616619694741,12.29617634012085,63.84438007979725,156.38954971695378,53.54071517500155,8.793981911845659,17.9955010837852
Termal Azul-3_synt_252688,-85.31653601515244,10.800994741828829,60.56641032992713,667.0517858453104,16.66367928618558,97.21641752562817,168.8468879216577,64.03802736150443,11.717176664339325,20.119640911157852
Termal Hornillas-3_synt_331639,-85.34615997454641,10.826743311175553,96.62727227802421,1018.5165458390342,42.765715554470155,228.68858580891583,327.6715799536404,108.30996043175739,23.82407032237856,31.188800692070007
Termal Vaho-2_synt_867183,-85.36027935152568,10.788886899149484,75.37158279420142,862.6158366694115,25.445189121656004,159.95531690735933,199.722135902252,90.56105843446763,19.19405802311008,28.796335344357004
Termal Fumarola-2_synt_523918,-85.34576519330656,10.780562162396192,92.33097698230735,1031.9731333711397,42.27754175607167,203.39561139155563,278.4930473534906,102.32474844811271,21.034004586264995,33.082058097645685
Termal CTP-3_synt_838007,-85.35762757345672,10.74829313389101,45.33274143892811,957.4332697385793,15.298152676956715,87.04957663439563,159.1395535848457,103.99306857897692,14.472043343082357,44.541213114586995
Termal Quebrada-8_synt_196443,-85.30557865234891,10.849833675079632,49.297757329361005,564.8002438561496,12.297674163364603,69.67754687373258,151.13855356905984,50.51706814212567,9.483052423349463,17.839450030196
Termal Quebrada-7_synt_846470,-85.30006201945605,10.85658677027981,46.63944555568708,553.1406661854497,10.38363607410676,61.381363739924396,147.85669605551712,62.92264373861522,8.658628635140527,18.719360635752107
Termal Vaho-1_synt_193640,-85.36813641229642,10.79319599171888,71.07720007906471,797.9954824183587,22.664818774578595,127.39866749230413,189.37901382946754,84.99186634525113,17.471604057101462,30.700711340054454
Termal G-15_synt_676485,-85.34867043731647,10.757434636909952,52.003658748287435,685.0563234118991,22.39047113646234,105.48939545478693,148.07392850115932,70.26164882511607,11.758710475762369,18.977339785854788
